parque;lat;lon;area_m2
parque_330;39,43385260;-0,478202839626318;5202,88785581291
parque_239;39,42712035;-0,479594864205656;5188,99582012580
parque_402;39,42324520;-0,486811385816404;5184,81373149830
parque_112;39,49337310;-0,359136919243554;5179,64352200042
parque_223;39,39040405;-0,408772998135030;5177,19418598505
parque_255;39,43245075;-0,414118827634152;5168,13474211178
parque_277;39,53193705;-0,421375782208480;5152,87686840953
parque_215;39,45929575;-0,447082344284230;5134,84955913157
parque_56;39,48345095;-0,395239479105006;5119,28553099872
parque_61;39,53211165;-0,411264651437866;5080,34347507773
parque_476;39,47929120;-0,401346377927928;5056,06719939412
parque_361;39,41280310;-0,487909665142740;5055,78290299897
parque_32;39,47775660;-0,347585608979540;5054,54648547059
parque_415;39,43573075;-0,433039214490144;5051,69074860809
parque_57;39,47070465;-0,356304123965691;5050,14822301235
parque_429;39,44562885;-0,377732450000000;5045,42685686133
parque_164;39,46874675;-0,383890973746064;5044,71367800515
parque_258;39,54345440;-0,392743555771050;5044,04663535533
parque_482;39,46434335;-0,396947000398180;5042,82647643768
parque_350;39,41062450;-0,478203450791597;5026,16368016036
parque_489;39,43189195;-0,409596124139908;5010,14628036001
parque_256;39,41974190;-0,420019245197776;5003,96106329755
parque_448;39,46517735;-0,404200535824257;5001,30311915174
